"id","parent_id","name","url","parent_url"
"816","","Масленица","https://yarcheplus.ru/catalog/maslenitsa-680",""
"592","","Цветы","https://yarcheplus.ru/catalog/tsvety-455",""
"174","171","Овощи, Фрукты | Овощи","https://yarcheplus.ru/catalog/ovoschi-190","https://yarcheplus.ru/category/ovoschi-frukty-187"
"175","171","Овощи, Фрукты | Фрукты","https://yarcheplus.ru/catalog/frukty-191","https://yarcheplus.ru/category/ovoschi-frukty-187"
"177","171","Овощи, Фрукты | Зелень","https://yarcheplus.ru/catalog/zelen-193","https://yarcheplus.ru/category/ovoschi-frukty-187"
"176","171","Овощи, Фрукты | Грибы и ягоды","https://yarcheplus.ru/catalog/griby-i-yagody-192","https://yarcheplus.ru/category/ovoschi-frukty-187"
"171","","Овощи, Фрукты","https://yarcheplus.ru/category/ovoschi-frukty-187",""
"74","159","Молоко, Сыр, Яйцо | Молоко, Сливки","https://yarcheplus.ru/catalog/moloko-slivki-90","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"67","159","Молоко, Сыр, Яйцо | Кефир, ряженка, снежок","https://yarcheplus.ru/catalog/kefir-ryazhenka-snezhok-83","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"77","159","Молоко, Сыр, Яйцо | Сметана и творог","https://yarcheplus.ru/catalog/smetana-i-tvorog-93","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"71","159","Молоко, Сыр, Яйцо | Сырки творожные","https://yarcheplus.ru/catalog/syrki-tvorozhnye-87","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"68","159","Молоко, Сыр, Яйцо | Сыры","https://yarcheplus.ru/catalog/syry-84","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"76","159","Молоко, Сыр, Яйцо | Масло сливочное","https://yarcheplus.ru/catalog/maslo-slivochnoe-92","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"377","159","Молоко, Сыр, Яйцо | Маргарины и спреды","https://yarcheplus.ru/catalog/margariny-i-spredy-249","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"70","159","Молоко, Сыр, Яйцо | Йогурты, Десерты","https://yarcheplus.ru/catalog/yogurty-deserty-86","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"69","159","Молоко, Сыр, Яйцо | Коктейли и напитки","https://yarcheplus.ru/catalog/kokteyli-i-napitki-85","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"75","159","Молоко, Сыр, Яйцо | Сгущенное молоко","https://yarcheplus.ru/catalog/sguschennoe-moloko-91","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"73","159","Молоко, Сыр, Яйцо | Яйца","https://yarcheplus.ru/catalog/yaytsa-89","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"159","","Молоко, Сыр, Яйцо","https://yarcheplus.ru/category/moloko-syr-yaytso-175",""
"394","","Продукты без лактозы","https://yarcheplus.ru/catalog/produkty-bez-laktozy-259",""
"78","160","Мясо, Птица | Говядина, Свинина","https://yarcheplus.ru/catalog/govyadina-svinina-94","https://yarcheplus.ru/category/myaso-ptitsa-176"
"80","160","Мясо, Птица | Птица","https://yarcheplus.ru/catalog/ptitsa-96","https://yarcheplus.ru/category/myaso-ptitsa-176"
"160","","Мясо, Птица","https://yarcheplus.ru/category/myaso-ptitsa-176",""
"82","161","Рыба, Морепродукты | Слабосоленая и соленая рыба","https://yarcheplus.ru/catalog/slabosolenaya-i-solenaya-ryba-98","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"83","161","Рыба, Морепродукты | Копченая и вяленая рыба","https://yarcheplus.ru/catalog/kopchenaya-i-vyalenaya-ryba-99","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"84","161","Рыба, Морепродукты | Пресервы и морепродукты","https://yarcheplus.ru/catalog/preservy-i-moreprodukty-100","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"85","161","Рыба, Морепродукты | Икра","https://yarcheplus.ru/catalog/ikra-101","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"161","","Рыба, Морепродукты","https://yarcheplus.ru/category/ryba-moreprodukty-177",""
"90","162","Колбасы, Деликатесы | Вареные колбасы и ветчина","https://yarcheplus.ru/catalog/varenye-kolbasy-i-vetchina-106","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
"91","162","Колбасы, Деликатесы | Копченые колбасы","https://yarcheplus.ru/catalog/kopchenye-kolbasy-107","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
"92","162","Колбасы, Деликатесы | Сосиски и сардельки","https://yarcheplus.ru/catalog/sosiski-i-sardelki-108","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
"94","162","Колбасы, Деликатесы | Деликатесы","https://yarcheplus.ru/catalog/delikatesy-110","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
"95","162","Колбасы, Деликатесы | Холодцы, паштеты, зельцы","https://yarcheplus.ru/catalog/kholodtsy-pashtety-zeltsy-111","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
"162","","Колбасы, Деликатесы","https://yarcheplus.ru/category/kolbasy-delikatesy-178",""
"136","380","Соусы | Кетчупы, томатные пасты, соусы","https://yarcheplus.ru/catalog/ketchupy-tomatnye-pasty-sousy-152","https://yarcheplus.ru/category/sousy-252"
"130","380","Соусы | Майонезы","https://yarcheplus.ru/catalog/mayonezy-146","https://yarcheplus.ru/category/sousy-252"
"137","380","Соусы | Горчица, хрен, аджика","https://yarcheplus.ru/catalog/gorchitsa-khren-adzhika-153","https://yarcheplus.ru/category/sousy-252"
"380","","Соусы","https://yarcheplus.ru/category/sousy-252",""
"96","163","Замороженные продукты | Мороженое","https://yarcheplus.ru/catalog/morozhenoe-112","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"98","163","Замороженные продукты | Овощи, фрукты, ягоды, грибы","https://yarcheplus.ru/catalog/ovoschi-frukty-yagody-griby-114","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"97","163","Замороженные продукты | Мясо и птица","https://yarcheplus.ru/catalog/myaso-i-ptitsa-113","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"102","163","Замороженные продукты | Рыба и морепродукты","https://yarcheplus.ru/catalog/ryba-i-moreprodukty-118","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"108","163","Замороженные продукты | Пельмени, вареники, манты, хинкали","https://yarcheplus.ru/catalog/pelmeni-vareniki-manty-khinkali-124","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"103","163","Замороженные продукты | Бифштексы, котлеты, голубцы","https://yarcheplus.ru/catalog/bifshteksy-kotlety-golubtsy-119","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"104","163","Замороженные продукты | Блинчики, сырники, оладушки","https://yarcheplus.ru/catalog/blinchiki-syrniki-oladushki-120","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"105","163","Замороженные продукты | Наггетсы и пицца","https://yarcheplus.ru/catalog/naggetsy-i-pitstsa-121","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"106","163","Замороженные продукты | Готовые блюда","https://yarcheplus.ru/catalog/gotovye-blyuda-122","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"107","163","Замороженные продукты | Тесто","https://yarcheplus.ru/catalog/testo-123","https://yarcheplus.ru/category/zamorozhennye-produkty-179"
"163","","Замороженные продукты","https://yarcheplus.ru/category/zamorozhennye-produkty-179",""
"109","164","Бакалея | Все для праздников","https://yarcheplus.ru/catalog/vse-dlya-prazdnikov-125","https://yarcheplus.ru/category/bakaleya-180"
"110","164","Бакалея | Крупы, бобовые","https://yarcheplus.ru/catalog/krupy-bobovye-126","https://yarcheplus.ru/category/bakaleya-180"
"111","164","Бакалея | Макаронные изделия","https://yarcheplus.ru/catalog/makaronnye-izdeliya-127","https://yarcheplus.ru/category/bakaleya-180"
"116","164","Бакалея | Продукция быстрого приготовления","https://yarcheplus.ru/catalog/produktsiya-bystrogo-prigotovleniya-132","https://yarcheplus.ru/category/bakaleya-180"
"117","164","Бакалея | Мед, шоколадная паста","https://yarcheplus.ru/catalog/med-shokoladnaya-pasta-133","https://yarcheplus.ru/category/bakaleya-180"
"112","164","Бакалея | Специи, приправы","https://yarcheplus.ru/catalog/spetsii-pripravy-128","https://yarcheplus.ru/category/bakaleya-180"
"118","164","Бакалея | Соль, сахар","https://yarcheplus.ru/catalog/sol-sakhar-134","https://yarcheplus.ru/category/bakaleya-180"
"113","164","Бакалея | Мука и мучные смеси","https://yarcheplus.ru/catalog/muka-i-muchnye-smesi-129","https://yarcheplus.ru/category/bakaleya-180"
"114","164","Бакалея | Растительные масла","https://yarcheplus.ru/catalog/rastitelnye-masla-130","https://yarcheplus.ru/category/bakaleya-180"
"115","164","Бакалея | Продукция для суши","https://yarcheplus.ru/catalog/produktsiya-dlya-sushi-131","https://yarcheplus.ru/category/bakaleya-180"
"164","","Бакалея","https://yarcheplus.ru/category/bakaleya-180",""
"119","165","Хлеб, Выпечка, Тесто | Хлеб","https://yarcheplus.ru/catalog/khleb-135","https://yarcheplus.ru/category/khleb-vypechka-testo-181"
"120","165","Хлеб, Выпечка, Тесто | Выпечка пекарен «Ярче!»","https://yarcheplus.ru/catalog/vypechka-pekaren-yarche-136","https://yarcheplus.ru/category/khleb-vypechka-testo-181"
"121","165","Хлеб, Выпечка, Тесто | Тесто","https://yarcheplus.ru/catalog/testo-137","https://yarcheplus.ru/category/khleb-vypechka-testo-181"
"165","","Хлеб, Выпечка, Тесто","https://yarcheplus.ru/category/khleb-vypechka-testo-181",""
"180","172","Кондитерские изделия | Вафли","https://yarcheplus.ru/catalog/vafli-196","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"181","172","Кондитерские изделия | Печенье","https://yarcheplus.ru/catalog/pechenye-197","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"190","172","Кондитерские изделия | Пряники и  круассаны","https://yarcheplus.ru/catalog/pryaniki-i-kruassany-206","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
